2019年,12月,5,空姐服務很好飛機很乾淨座位也很寬敞，執得推薦。唯獨吉隆坡Lounge 真的不推薦，雖然是華航自營但是空間不大，食物飲料甜點選擇少，建議可以到隔壁的Plaza Premium Lounge。
2019年,12月,4,"感覺起來純粹是方便台南民眾的航線 , 所以小飛機就夠了 , 飛機不新 不大,但是空服人員熱情漂亮 航班也準點 整體來說飛行體驗是好的 ,"
2019年,12月,5,突如其來的意外，突如其來的意外購買機票，突如其來的意外悠閒，突如其來的意外悠遊，一切的一切都是突然。遇上美好。
2019年,12月,5,"飛機太老舊. 營幕小到不行而且字和光線都不清楚, 明明想看電影, 但完全沒有想看電影的fu, 椅子看起來乾淨, 但是也是太舊了, 稍微動一下就嘰嘰歪歪在叫, 真的很不舒服. 其他像是空姊服務和餐點, 還是有華航的水準, 不過客人付一樣的錢, 如果坐到這樣的舊飛機, 還是很不爽的!"
2019年,12月,5,相當舒適的飛行旅遊，指定餐點都能準確無誤的抵達，非常能夠安心帶著小孩子一起享受旅行中短暫的飛行旅程。
2019年,12月,3,之前搭廉航飛日本，實在覺得座位不舒適才改搭一般航空，沒想到這班飛機的座位比廉航還糟糕，前後兩排座椅之間很擠，搭起來很不舒適。椅背螢幕也是不清楚。耳機沒聲音，反映給空服員，只是拿了一副新的，沒把損壞的回收，以免下次混用。
2019年,12月,3,華航飛曼谷的機型過於老舊，座位狹窄，娛樂設施螢幕過小，又模糊不清，整體搭機經驗不佳，搭乘過不少航空，卻對華航最為失望。回程時班機較新，整體經驗才稍加平反，但一早班機即誤點，又是另一敗筆。
2019年,12月,4,很久沒吃到好吃的飛機餐了，此次飛行，品嘗到正規的餐點包括沙拉、沙拉醬、餐包、奶油、主食盒飯、點心餅乾、茶、白開水、果汁、和紅酒，空中服務員還來回走動詢問有沒有人要品嘗紅、白酒，對比之前常坐的港台線和去中國內地的航班，僅供應簡單潛艇堡或點心+一盒小鋁箔包果汁或一小樽飲用水，覺得豪華多了，這航線供應且保留傳統的飛機餐，令我驚喜也很享受。飛機9:50起飛、就當是吃brunch，13:20到達大阪後都不需再另外吃午餐，能撐到傍晚再吃晚餐，回想起來當天只吃二餐哦！隔壁的乘客還點不吃牛肉的主餐，這是我比較沒聽過的特別餐。
2019年,11月,4,可能反送中關係，飛機臨時改小飛機，沒有電影可以看。整體來說服務還不錯，飛機漸漸老舊設備有些操作不靈光。
2019年,11月,4,空中服務員極具禮貌，態度友善，讓人心情愉悅。飛機餐飲也不錯吃，兼有主食，飲料種類充足。座位也蠻舒服，推推~
2019年,11月,4,"飛機的餐點還算不錯,不過機型應該是老的吧?坐在逃生門旁邊,位子雖然很大,腳完全可以伸直,但是...逃生門有夠小的,嚴重懷疑,胖子可以擠出去"
2019年,11月,4,"很熟悉的自家航空, 但飛機上的設備顯得老舊, 螢幕上的刮痕和遙控器上的汗垢, 讓人大打折扣. 另一條走道早就送完餐了, 我們這條走道卻是完全還沒開始發送, 不知出了甚麼問題."
2019年,11月,3,check-in 時服務員一邊傾談一邊處理，又看電話又停手談私人話題，跟著忘東忘西，又漏掉寄行李，浪費了很多時間。座位有點小，沒獨立monitor，食物算是預期之內，只提供一款餐，飲品只供應熱茶、水或熱咖啡，沒有其他選擇。
2019年,11月,5,雖然搭到的這台並不是新飛機，設施略嫌老舊，但基本該有的都有了，短程線也就不要求太多。機組人員的服務相當到位，從上機開始一路飽到下飛機。
2019年,11月,1,因為是是開達美的里程票的緣故。 1.達美的訂位號華航卻無法查詢到。 2.詢問託運行李的相關規定也一律推說你是達美的里程票去問達美！ 感覺是一家很官僚航空。
2019年,11月,4,機艙清潔度看似乾淨，但整份機上免稅品/雜誌/影音娛樂的雜誌1/3都濕透；窗子似乎刮痕累累看不清外面風景。餐點尤其失望，華航餐點向來不錯，此回吃不下去，而且可樂只給杯裝，非其他航空公司給整罐(有差很多嗎?) 回程拿行李一團亂，無地勤人員出面維護安全與秩序(還是這是桃勤的職責?) 此次有些失望!
2019年,11月,3,從桃園國際機場飛往日本鹿兒島，飛機機型屬於舊型機，沒有螢幕，機上位置小。但服務態度不錯，還算不錯的體驗。
2019年,11月,4,一大早的班機，自然有點累，先吃了點東西再上飛機，原本登機門小姐說改在另一個，結果到了那裡卻說是在原來的地方，真的是有點奇怪。 上了飛機就睡覺，睡了一段時間才吃餐點，餐點比以前好吃，吃完繼續睡，個人身體發生了狀況，告知空服員，空服員貼心的詢問，還好自己又恢復了，感謝華航空服員。
2019年,11月,1,都21世紀了，真的不知道華航提供飛中國的航班到底是怎麼了，頸枕都可以壞，螢幕更不用說，沒提供的班機也就算了，提供的?壞一片爛的徹底，花錢選位已經經營的跟廉航一樣了，但這種品質真的母湯喔
2019年,11月,4,"很久沒有搭乘華航的班機,沒想到在這麼短的航程內提供的餐點頗佳,比起長榮沒有選項,這點倒是加了不少分數,空服員服務態度一般"
2019年,11月,4,"優質的航空公司,空服員親切有禮,機上餐點很有台灣味,美中不足的是,座椅上耳機裡,提供的音樂,選擇性略顯不足,耳機音效也有改善空間。"
2019年,11月,5,華航洗手間時時刻刻保持乾淨清潔，這一點很重要。搭過外籍航空真不是乾淨。華航吃的好，睡的好，電影新上檔好看。
2019年,10月,3,我覺得這間公司服務不錯，台灣服務員態度好，可以台灣人都比較客氣，這次短程去台北，食物方面簡單的 ，性價中等。坐位舒服亦ok。
2019年,10月,4,"台北福岡實實在在早去晚回, 對商務客來說太早了一點, 但是渡假旅客早上就到福岡, 可以馬上展開幾乎完整的第一天整天旅程很划算, 飛機上影片不算新, 但是反正到福岡才2個多小時也看不完, 餐點還可以."
2019年,10月,1,在台灣使用機器自助操作，因第一次使用不熟悉，旁邊只有一個會協助的地勤服務人員，這位服務人員態度非常差，很不耐煩，一直在對旅客發脾氣，希望中華航空可以改善，並對員工素質加強訓練。
2019年,10月,4,特意預訂中華航空的A350-900航班由香港飛往台北桃園機場，商務艙真的如網上評論一樣，有很高的性價比，服務殷勤，食物有水準，價錢相宜，物超所值。 另外由於我和家人的機票是分開購買，客服特意致電查詢孩子是否單獨坐，非常有心。
2019年,10月,5,"華航商務艙的空服員較資深專業,服務周到,A330商務艙空間大,機上電影多,搭機前有先預訂餐點很滿意,貴賓室牛肉麵很好吃"
2019年,10月,5,空服員的服務專業且親切，地勤人員也很有耐心的輔助乘客使用自助報到，即使是初次搭乘的話也可以很放心，推推！
2019年,10月,3,紐約甘迺迪機場華航使用的這間貴賓室，說實在話，真的不夠精采，比不上中國大陸一些二線城市機場的貴賓室！不過，比溫哥華機場的好一點點。這間雖然有華航人像立牌但不是華航自己的，還有些其他公司使用，且如果用Prioritiy Pass 也可以進，未久即將近客滿。此外，門口還張貼只服務到凌晨1點的告示。
2019年,09月,4,早去晚回的飛機都有供餐，去程的餐點有點難吃，可以說是我搭過的飛機最不好吃的飛機餐，但是回程的餐點很棒，尤其對於回程的組員服務印象深刻，幾位泰籍的服務人員態度都非常好，而且常保微笑，尤其有一位叫如意的泰籍組員他的服務真的很好又很親切，真的好喜歡他喔！我會因為他再次搭乘中華航空，謝謝
2019年,09月,5,"從報到就可以感受良好服務態度,登機後亦是，雖因短程航班且起飛因塔台調度延遲,導致用餐時段其實很趕,但空服人員還很細心詢問是否要續咖啡，唯一想提的是機上娛樂,電影畫面有一度中斷,但因短程就沒提出，總結是一趟滿意的航程。"
2019年,09月,5,"搭乘華航CI52從雪梨飛往桃園, 到雪梨機場的前一天, 已經在網路上報到了, 所以直接排網路報到的隊伍, 十分鐘就拿到登機證, 登機後, 又是漂亮的A350新內裝, 覺得回程很舒適"
2019年,09月,5,"搭乘華航CI51從桃園飛往雪梨, 從台北車站自助報到, 但時間很晚, 錯過託運最後時間, 就到桃園機場使用自助報到, 第一次使用覺得很新奇, 飛往雪梨的班機是A350的大班機, 第一次搭乘華航的航班跨洲到澳洲, 覺得內裝很漂亮, 搭起來很舒服"
2019年,09月,5,雖然費用增加但我覺得非常值得，之前去澳洲坐經濟艙覺得好擠位置小不舒服，這次搭華航豪經艙位置變大一些最主要是好坐，起來伸展也方便，最棒是不用排廁所，因為豪經艙有兩個專用廁所，偷偷比較蓋在身上毛毯比較好，耳機比較好，還有過夜包，位置比較舒服，所以有機會飛長途旅行我還是會選擇豪經艙。
2019年,09月,4,"華航倫敦航線，直飛約12小時。（直飛真的比較好）長榮號稱直飛，卻要在曼谷下機，總時間要16個小時。經濟艙位子尚稱舒適，食物不錯。蓋威特機場雖然離倫敦市區較遠（與希斯羅機場相比），但交通方便。去程上午9:00出發，到達倫敦機場當日下午4:30，再轉火車到市中心Kings cross Station,大約晚上7:00，回程是倫敦晚上9:00的飛機，白天還可以到博物館逛逛，下午4:00再從維多利亞車站搭火車到機場。"
2019年,09月,3,華航的服務人員很優秀，但短程航線的飛機都比較小、比較老舊，小飛機的商務艙也只是位子大，不值得花比經濟艙貴數倍的價錢購買。飛長程的B777與A350比較舒適，長程飛行可以考慮華航的豪華經濟艙或商務艙。
2019年,09月,5,"中華航空的服務比起其他航空公司來說,的確是細緻許多.半夜起來看書時空服員也會主動詢問是否要飲料或點心.本次搭乘是777-300ER算是華航長程航線的主力飛機,舒適度上是足夠的..空中娛樂系統也是足夠的,如下回飛長程航線還是會選擇華航.."
2019年,09月,4,1，機艙座椅空間設計不佳。2，空服人員擺置餐桌巾及餐盤之細膩度不足。3，與乘客互動的感覺生硬。4，對法蘭克福機場的轉機作業不了解或不願分享（雖不是她的職責所在，但還是可幫忙問其他人）。
2019年,09月,4,原本搭乘的是A330飛機的經濟艙，後來華航更換為A350飛機執飛。我的座位很幸運的沒有被更動，查詢飛機座位圖時發現是豪華經濟艙的位置才有了這次的體驗。由於華航的A350飛機還是新機，機上的硬體配備都很新穎，座位也較寬大一些坐起來非常舒適。機上的空服員工作時或送餐飲時都始終保持著笑容在服務，印象最深的是空服員發現我的飲品快喝完時，主動的詢問是否還需要再來一瓶，而且很快地就將飲品送上。
2019年,09月,4,"可能是短程飛航,小飛機座位有點擠,但服務人員態度非常好,機上餐食也好吃,機上電影也好看,很喜歡華航,下次出國還是會選擇搭華航班機"
2019年,09月,5,搭乘中華航空的台北飛上海班機，總是讓我特別安心，因為班機皆能準時起飛，還能提早抵達終點，機上的影片與餐點服務、還有免稅品銷售令人滿意！值得推薦
2019年,09月,5,登機、轉機皆有明顯標示及相關人員協助，機上位置寬敞，空服員服務相當好，電影很新又很多選擇，機上提供食物還不錯吃。
2019年,09月,3,由於飛機老舊，起飛前空調不足，在9月初的桃園機場上，機艙內顯得很熱。座位前的螢幕很小，畫質很差，觸碰嚴重不良難以操作。提供的飛航景觀品質不佳，前視無法觀看，回程班機俯視畫面雜訊很多。去程辦理登機時候，由於是5大2小的團員，因為沒有馬上依照指示前往辦理的窗口，被聽起來是大陸口音的服務人員催促，以手指窗口，同時喊了一句「快去！」。這是我在其他航空公司從來都沒遇見過得狀況。飛行部份過程平穩，回程時候機上餐的海鮮麵獲得全家一致的好評。
2019年,09月,4,"自從華航在幾年前, 於波音777-300ER, 推出全新的商務艙, 從照片上看起來, 真的很高檔, 設計也很符合華航的風格, 令人眼睛一亮. 在推出之後, 我幾乎每年都搭了幾次, 去 洛杉磯 跟 鈕約 以及 法蘭克福, 下個月又要去法蘭克福了.但是從第一次搭此飛機, 我就發現, 商務艙的設計不好, 電視螢幕下方的餐桌, 太過於往外凸出, 以至於全躺平後, 雙腳幾乎無法向上彎曲, 只能縮在很窄小的洞, 很不舒服, 躺超過2個小時後, 膝蓋想向上彎曲, 或是要伸展一下身體, 雙腳, 膝蓋都會碰到餐桌, 為了此事, 跟華航反應過幾次, 但是所得到的答覆都是一樣的, ""我們理解 以後會改進"", 我心裡知道華航短期無法改變. 我在想, 設計此座位的人, 應該沒有親自搭過超過14小時的過夜航班, 要不然就是他的身材不高.後來聽說, 華航有了全新的 A350, (不過後來也改飛 777了 ) 特地改搭此班機去荷蘭, 再轉機去歐洲的城市, 發現新的 A350 有做改善, 把餐桌往內縮了5公分, 但是搭過夜的航班, 還是很不舒服, 膝蓋一往上彎曲, 還是會碰到餐桌. 我的很多朋友, 都跟我有相同的想法.在此強烈建議, 往後商務艙的設計, 雙腳上方最好沒有任何障礙物, 類似 國泰, 新航, 甚至是 長榮的全新 787上的商務艙 的設計都很棒. 加油吧 ! 華航, 你們的機艙服務是最好的, 但是硬體,還是不行, 希望你們能夠追上 新航."
2019年,09月,5,近年華航的水準已逐步提升，尤其在加入天合聯盟後，與之前的經驗，已改善許多，這一班曼谷回台北的班機時間方便，機型還可以，但整體而言是挺不錯的
2019年,09月,5,"趨近完美,美中不足是駕駛技術,起飛降落真的令人非常不舒服,其他,登機作業,機上服務真的沒話說,個人覺得綠色航空還比不上。"
2019年,09月,5,"硬體設施非常棒,服務非常好,食物很棒,服務真的很好,笑容.言語不是硬跟出來的,是出自真心的,我覺得並不比綠色航空差,有過之而無不及。我推."
2019年,09月,5,最近華航大幅改進的許多地方，包跨餐點與服務品質，令人在搭乘的體驗上非常的愉悅，空服員們無微不至的照顧讓我備感愉悅。希望很快能再安排旅行~
2019年,09月,5,寶貝年紀小，因為高空壓力之緣故，在用完餐點後竟吐了一整個座位，媽咪的下半身完全遭殃；此時看到機組人員臨危不亂的處理，對小朋友的安撫、對內人無微不至的關懷，還貼心地用華航專屬毯子讓我的太太去換裝化解尷尬，然後有效率地處理嘔吐的污穢物，這次的體驗讓我重新對咱們台灣歷史最悠久的航空服務業刮目相看，您們真的是國家的門面、台灣之驕傲!再度致上十二萬分的謝意~^^
2019年,09月,4,班機時間安排佳，尤其是直航只需14小時，真的是輕鬆很多。機上餐點ok，空服員態度很親切。座位空間尚可，但椅子扶手有點鬆動。
2019年,09月,4,"位置空間還不錯。餐點也很可以。3-3機位。清潔度很不錯。對小朋友也還可以。出發的時間很準時。但是回程就碰上延遲, 約40分鐘。沒有個人娛樂設施。"
2019年,09月,3,"台北紐約航段有一個點心餐和兩個正餐, 點心餐就是堅果包和飲料，在第一個正餐,我們被告知沒有辦法選擇主餐，因為前面的人都傾向選擇中式餐點，所以我們只有義大利麵可以吃．不過空服員對每個乘客說，因為發生這種事，所以下一餐會先向我們供餐，讓我們先選擇，沒想到，第二餐時，我們再度被告知前面的人又把另一個主餐選完了，我們又是沒有選擇，我要求跟座艙長談話，她跟我說他們並沒有如同之前空服員所說的調整供餐順序，我們那區仍然是後段供餐，所以又發生了這種沒有選擇的情況，她無法說明為何當初那位空服員會跟我們告知可以在第二餐讓我們優先選擇，因為她顯然不知道這件事情．她有提到那幾位空服員是比較資淺的，不過那位空服員宣告的時候，其他空服員並沒有制止或是更正，顯然這跟資深資淺無關，總之，這是個不好的經驗，因為我覺得被欺騙了..."
2019年,09月,3,舊機型沒個人娛樂，只有抬頭電視可以看公放的電影、回程魚肉飯好吃。颱風剛過有小延誤，高的人坐起來有點擠，除了第六排
2019年,08月,4,"真的沒有讓人失望, 之前只坐過一次, 但還是會猶豫不決, 最後因為航班選擇比較多, 彈性大一點, 就再次選這航空公司, 服務算曷不賴, 餐點都是平穩之選, 期待11月再次乘搭!"
2019年,08月,4,舒適平穩，並且提供餐點供乘客享用，座位上亦提供薄毯避免乘客受寒，座位前方有休閒娛樂系統，其中的精選電影也相當新穎
2019年,08月,5,此次因香港關係飛機大延誤，在機上坐了兩小時才起飛，空服人員很nice盡可能協助旅客需求，在機上看了兩部電影。不過舊機型螢幕太小，希望能逐漸增加新機。
2019年,08月,4,本來就蠻支持華航的，搭乘的經驗都還不錯，這次馬來西亞是第一次去，來回氣流不穩定狀況超頻繁的，737的機型感受特別晃，經常看到空服員走的很困難，自己也覺得好可怕 ，不過檳城真的很美~~
2019年,08月,5,這次飛行體驗，讓我真的感受到台灣的服務水準，航程雖然只有一個小時，但在飛機的舒適度來說，真的很不錯，而飛行過程中，機身非常穩定，沒有任何左搖右擺的情況，而當降落其間機身都已穩定（水平）的降落，讓人覺得很安心，同機乘客都坐得很舒適！！而機倉服務員都很親切地問我們有什麼任何需要！！真的是一個不錯的飛行體驗！！再次謝謝這班機的全體機組人員的辛勞為我們準備的所有東西！！謝謝！！
2019年,07月,5,去台灣我都係會選擇坐中華航空，因為係台北車站可以預辦登機，而機艙服務員有禮貌，和藹可親，令人感覺溫暖。
2019年,07月,5,這趟旅程搭了四段商務艙，泰航（台北-曼谷），肯亞航空（曼谷-肯亞奈洛比），以及華航（曼谷-台北）。話，華航無論服務，餐食，或是水酒的品質都較其他的好，大大推薦！
2019年,07月,5,這趟旅程，搭泰航商務艙到曼谷，轉肯亞航空商務艙到肯亞奈洛比，回程搭肯亞商務艙回曼谷，再轉機搭華航商務艙回台北。四段商務艙的服務跟餐食飲料服務，真的覺得華航很棒。
2019年,07月,4,"事前忘記幫家庭預定素食餐,但機組員想辦法幫我們解決,加上清潔與舒適度都不錯,因為長途飛行,座位的頭部可以摺起來讓在睡眠時可以稍微固定頭部,增加舒適感,空服員的服務態度都不錯,下次還是會選搭的!"
2019年,07月,3,因為長榮罷工，臨時改買了華航飛阿姆斯特丹的機票，也因為太晚買，沒有經濟艙以外的機位可以買。我不知道經濟艙連過夜包拖鞋都沒有，所以我們一家四口都沒辦法盥洗，座位當然很小所以無法入睡，不過我還是很感謝華航在最後的時刻帶我們去完成旅程。
2019年,07月,4,這次的航班經驗大致上都很不錯，尤其回程坐的是A350，寬敞舒適，讓人希望印象深刻。負責免稅商品服務的空服人員因為國際航班而有睡眠的權益，這是很好的；因為這項權益而無法立即將購買的商品交到我們手上，這是可以理解的；最值得讚許的是另一位空服員向我們仔細說明情況，並帶來商務艙的小零嘴表達歉意，這充分體現了空服員間相互支持、對顧客細心體貼的精神。稍有缺憾處是飛機到達桃園機場還在滑行時，就有人起身從頭頂行李艙拿下行李。空服員雖然立即制止，並要求他們坐好繫上安全帶，但未堅持將他們的行李放回行李艙。乘客需要教育，空服人員應該有專業勇氣、更堅持一點。飛曼谷的航班延誤了一個多小時，我們差一點趕不上下一班飛機。假使能在知道航班延誤時就給我們提醒或協助，或許就更好了。
2019年,07月,5,素食餐點很好，服務態度很好，飛往台灣可以考慮搭乘中華航空，椅子非常舒適，四周很乾凈，餐桌也很乾凈，贊贊贊
2019年,07月,4,果然是一分錢一分貨，前幾次出國為了省錢搭廉航，結果左右手不能動，怕撞到隔壁，腳也無法伸直，因為膝蓋一直撞到前面，導致腳麻站不起來，知道去年去北海道需要4個小時的行程，所以特地挑華航，還好明智的選擇，而且服務很好，但他們的餐點還有進步的空間，加油！！
2019年,07月,3,去台灣首選航空，就感覺還沒有到台灣，就感受到台灣的熱情！它提供的食物我很滿意！我覺得延誤時間抵達或行李慢到是個別事件！沒有一個航空想要發生的！我的行李是手提所以不怕！
2019年,07月,4,機型較舊一些，但算是寬廣舒適，座位前的螢幕不是很大，沒有使用所以不予評論。餐點不算是非常美味，大致上還可以。台北-沖繩的航線充滿老中青三代共同，或是小家庭帶孩子寶寶出遊的家庭，商務旅客非常非常少。很幸運這次搭乘沒有遇到哭鬧不停的孩子，班機出發的時間很好，算是飛沖繩不錯的選擇。
2019年,07月,5,出發準時，餐點雖然簡單，但味道還不錯，優於國泰，這次選擇了A330，2-4-2的座位編排合理，座位不覺得狹窄，空服人員態度友善。
2019年,07月,4,因為對搭機有嚴重恐懼症.又是長途飛行.出發前很擔心.但A350-900豪華商務艙太令人驚豔了~空服人員的親切服務與機艙高品質的設施大大減輕了對飛行的恐懼感.13小時完全就是一種享受.舒適安心.吃到台灣口味的白稀飯早餐.簡直落淚......
2019年,07月,4,"地勤和空姐的服務態度都很好,水準一流,餐點好吃,因為是國籍航空語言能通,大為加分,機上娛樂也符合本國人需求,很滿意"
2019年,07月,5,登機有附贈北臉的盥洗包內有耳塞，眼罩，牙刷 質感很棒! 豪經艙的餐點也不賴!有義大利品牌的冰淇淋。 第一次搭乘華航的豪經艙整體還算滿意。
2019年,07月,4,"這次是選擇搭乘豪華經濟艙, 豪經艙的位置當然是比經濟艙來的寬一點 ,整個艙等的人數沒有很多，所以也比較安靜 ，華航空姊的服務品質還是有口碑的 ，一整個飛行途中 感覺服務很親切周到!"
2019年,07月,5,餐點服務都不錯，還有冰棒和冰淇淋。座位很大又舒服，長途的真的需多花一些錢，坐好一點位置，比較不會累。
2019年,07月,5,偶然機會購得商務艙優惠票，搭乘中華航空班機前往吉隆坡。自報到櫃檯開始，華航一貫親切有禮的服務令人感到溫馨滿意。商務艙的舒適度其實與飛機的大小成正比，例如本次飛往吉隆坡的航班，華航使用的是波音777客機，其商務艙就屬於『豪華商務艙』，座位設計個人化；寬敞舒適，而機上視聽娛樂、餐飲、服務均較其他國籍航空來的好。
2019年,07月,4,機上服務態度良好，但是缺乏主動性，例如以前多會提供兒童玩具或主動提供飲料，現在除供餐外，幾乎不提供任何服務了，確實是一個老化的企業文化，應該要有ㄧ些創新的服務元素加入，經營團隊要注入新血，徹底翻修企業服務精神。
2019年,07月,4,無錫機場不錯??這個時段只剩我們這班等飛機 完全不擁擠。雖然誤點兩個小時（但廣播一直不說誤點多久）如果沒有很餓可以先不用去餐廳吃飯（牛肉麵套餐館人民幣88）地勤會發放雙主菜便當/水果（黃桃或是香蕉）/飲料（汽水或是礦泉水），然後有飲水機還有附紙杯可裝水、然後有WIFI 還有充電插頭！在這個機場誤點消耗時間還可以。最後登機門的時候因為只有一個櫃檯一線處理緩慢，後面竟然也開放另一個登機口，兩個登機口同時作業很神奇。
2019年,07月,5,因為長榮空姐罷工關係，行程少了一天，簽轉搭華航班機到曼谷轉機泰航，華航空姐很盡責確認旅客的安全措施。
2019年,07月,3,"空間擁擠,一整排是２／４／２的座位配置,和日航松山羽田航線的飛機相比,坐起來不甚舒適;不曉得是否因為是暑假期間,親子乘客多,會哭鬧的幼幼兒也多,怕吵的人要避免本航班"
2019年,07月,4,華航的空姐服務沒像長榮那麼標準化，所以好壞往往碰運氣。不過大致上都不差。座位看機型，不過一般來說偏窄，座位前後距離比長榮好一點。餐飲方面，很隨機，但最近幾次來說都不錯。要不是對過去華航的飛安實在很沒信心，我會推薦這家航空公司。
2019年,07月,4,這次因為中華航空的機票相對比較國泰和長榮平宜，所以選乘中華，是細機，3和3的 座位，但座椅坐得很舒適比較大。但無戲看，食物（素）很好，只遞上咖啡或茶，如果要汽水，酒之類飲品便要自己請空中服務員服務一下。員工很禮貌，友善，特別是兩位男的，很細心，一看到乘客讀書便主動幫忙開燈。
2019年,07月,5,剛上機後，服務人員會送上毛巾及飲料給客人，病自我介紹，感到相當窩心，5個小時的航程，有開胃菜、沙拉、主餐、甜點及飲品可以享用，餐點還不錯，座位相當舒適，也很準時的抵達峇里島，非常棒
2019年,07月,5,"改裝後777-300ER的山水郵驛航班,採用1-2-1反魚骨式配置, 空服員各項服務都很到位, 餐點也還算不錯,座椅舒適,配置新款大螢幕,可惜起飛與降落會中斷播放旅客所選節目,強制播放航空公司影片."
2019年,07月,5,9小時的飛行時間，剛好在夜晚搭機，省住宿費費用，機組人員安排機上2次用餐時段，恰到好處，讓搭機時可享用美食又有時間睡覺休息，讓人不覺得搭機搭到不耐煩的感覺，很棒！
2019年,07月,4,"空中服務人員很好, 餐飲也不錯, 起飛降落也很平穩, 對這家航空公司改觀不少, 而且香港飛往台灣不同機場的航班也有很多選擇, check in也很快, 已經訂了下次去台北的機票!"
2019年,07月,5,準時沒誤點，飛機坐起來平穩，機組人員都非常好，服務還是很不錯的，臉上也都掛著笑容。不管是素食餐還是葷食餐都很好吃。
2019年,06月,5,準時沒誤點 飛機坐起來平穩 機組人員服務也很親切 有特別要求的服務很快速就完成 餐點也好吃 這次除了2次供餐外 還提供了三明治 非常棒
2019年,06月,5,首次搭乘 華航 A350 商務艙，座位寬敞舒適， 可以平躺，個人認為略勝 國泰CX 同型班機。主餐選擇 牛肉細麵，極為可口，肉質滑嫩，軟硬適中， 我難得全部吃完 ！
